=== RISC-V System/CSR Instructions Scan Results ===

--- Known CSR Instructions ---
Offset	Instruction	Decoded Instruction	Privilege Level	Use and Accessibility
0xF91	Machine-Level	Standard read/write	1
0xF94	Machine-Level	Standard read/write	1
0xF97	Machine-Level	Standard read/write	1
0xF98	Machine-Level	Standard read/write	1
0xF9B	Machine-Level	Standard read/write	2
0xFA8	Machine-Level	Standard read/write	1
0xFAB	Machine-Level	Standard read/write	1
0xFB5	Machine-Level	Standard read/write	1
0xFB6	Machine-Level	Standard read/write	1
0xFB8	Machine-Level	Standard read/write	1
0xFBB	Machine-Level	Standard read/write	1
0xFBF	Machine-Level	Standard read/write	1
Subtotal for Machine-Level, Standard read/write: 302 accesses across 140 unique registers

0x7A3	Machine-Level	Standard read/write/debug CSRs	1
0x7A6	Machine-Level	Standard read/write/debug CSRs	1
0x7A7	Machine-Level	Standard read/write/debug CSRs	5
0x7AB	Machine-Level	Standard read/write/debug CSRs	1
Subtotal for Machine-Level, Standard read/write/debug CSRs: 8 accesses across 4 unique registers

0xDC1	Supervisor-Level	Custom read-only	1
0xDC2	Supervisor-Level	Custom read-only	1
0xDC3	Supervisor-Level	Custom read-only	1
0xDC5	Supervisor-Level	Custom read-only	1
0xDC7	Supervisor-Level	Custom read-only	1
0xDD0	Supervisor-Level	Custom read-only	1
0xDD2	Supervisor-Level	Custom read-only	2
0xDD5	Supervisor-Level	Custom read-only	1
0xDE0	Supervisor-Level	Custom read-only	1
0xDE2	Supervisor-Level	Custom read-only	1
0xDE8	Supervisor-Level	Custom read-only	1
0xDEB	Supervisor-Level	Custom read-only	2
0xDF6	Supervisor-Level	Custom read-only	1
0xDF9	Supervisor-Level	Custom read-only	1
0xDFA	Supervisor-Level	Custom read-only	2
0xDFD	Supervisor-Level	Custom read-only	1
0xDFE	Supervisor-Level	Custom read-only	1
Subtotal for Supervisor-Level, Custom read-only: 20 accesses across 17 unique registers

0x5C2	Supervisor-Level	Custom read/write	2
0x5C7	Supervisor-Level	Custom read/write	1
0x5D2	Supervisor-Level	Custom read/write	1
0x5D8	Supervisor-Level	Custom read/write	1
0x5E7	Supervisor-Level	Custom read/write	1
0x5EF	Supervisor-Level	Custom read/write	1
0x5F0	Supervisor-Level	Custom read/write	1
0x5F5	Supervisor-Level	Custom read/write	1
0x5F6	Supervisor-Level	Custom read/write	8
0x5F7	Supervisor-Level	Custom read/write	7
0x5F9	Supervisor-Level	Custom read/write	1
0x9C2	Supervisor-Level	Custom read/write	1
0x9C8	Supervisor-Level	Custom read/write	1
0x9C9	Supervisor-Level	Custom read/write	1
0x9D9	Supervisor-Level	Custom read/write	1
0x9DE	Supervisor-Level	Custom read/write	1
0x9E1	Supervisor-Level	Custom read/write	2
0x9E2	Supervisor-Level	Custom read/write	1
0x9E5	Supervisor-Level	Custom read/write	1
0x9E6	Supervisor-Level	Custom read/write	2
0x9E8	Supervisor-Level	Custom read/write	1
0x9E9	Supervisor-Level	Custom read/write	1
0x9EA	Supervisor-Level	Custom read/write	1
0x9EB	Supervisor-Level	Custom read/write	1
0x9F0	Supervisor-Level	Custom read/write	1
0x9F2	Supervisor-Level	Custom read/write	1
0x9F5	Supervisor-Level	Custom read/write	1
0x9F7	Supervisor-Level	Custom read/write	2
0x9FC	Supervisor-Level	Custom read/write	2
0x9FD	Supervisor-Level	Custom read/write	1
0x9FE	Supervisor-Level	Custom read/write	1
Subtotal for Supervisor-Level, Custom read/write: 49 accesses across 31 unique registers

0xD00	Supervisor-Level	Standard read-only	1
0xD0F	Supervisor-Level	Standard read-only	1
0xD10	Supervisor-Level	Standard read-only	3
0xD11	Supervisor-Level	Standard read-only	1
0xD18	Supervisor-Level	Standard read-only	1
0xD22	Supervisor-Level	Standard read-only	1
0xD28	Supervisor-Level	Standard read-only	1
0xD29	Supervisor-Level	Standard read-only	1
0xD2A	Supervisor-Level	Standard read-only	1
0xD2E	Supervisor-Level	Standard read-only	1
0xD33	Supervisor-Level	Standard read-only	1
0xD40	Supervisor-Level	Standard read-only	1
0xD67	Supervisor-Level	Standard read-only	1
0xD6B	Supervisor-Level	Standard read-only	1
0xD6C	Supervisor-Level	Standard read-only	2
0xD71	Supervisor-Level	Standard read-only	1
0xD73	Supervisor-Level	Standard read-only	1
0xD76	Supervisor-Level	Standard read-only	1
0xD7B	Supervisor-Level	Standard read-only	1
0xD7D	Supervisor-Level	Standard read-only	1
0xD8F	Supervisor-Level	Standard read-only	2
0xD9E	Supervisor-Level	Standard read-only	2
0xDAA	Supervisor-Level	Standard read-only	1
0xDAE	Supervisor-Level	Standard read-only	1
0xDAF	Supervisor-Level	Standard read-only	1
0xDB0	Supervisor-Level	Standard read-only	1
0xDB2	Supervisor-Level	Standard read-only	1
0xDB3	Supervisor-Level	Standard read-only	1
0xDB8	Supervisor-Level	Standard read-only	1
0xDB9	Supervisor-Level	Standard read-only	1
0xDBE	Supervisor-Level	Standard read-only	1
Subtotal for Supervisor-Level, Standard read-only: 36 accesses across 31 unique registers

0x102	Supervisor-Level	Standard read/write	1
0x10F	Supervisor-Level	Standard read/write	1
0x11B	Supervisor-Level	Standard read/write	1
0x12B	Supervisor-Level	Standard read/write	1
0x12F	Supervisor-Level	Standard read/write	1
0x137	Supervisor-Level	Standard read/write	3
0x139	Supervisor-Level	Standard read/write	1
0x13A	Supervisor-Level	Standard read/write	1
0x13F	Supervisor-Level	Standard read/write	1
0x144	Supervisor-Level	Standard read/write	1
0x14F	Supervisor-Level	Standard read/write	2
0x153	Supervisor-Level	Standard read/write	1
0x158	Supervisor-Level	Standard read/write	1
0x15B	Supervisor-Level	Standard read/write	1
0x15C	Supervisor-Level	Standard read/write	1
0x168	Supervisor-Level	Standard read/write	2
0x169	Supervisor-Level	Standard read/write	1
0x17F	Supervisor-Level	Standard read/write	1
0x195	Supervisor-Level	Standard read/write	1
0x197	Supervisor-Level	Standard read/write	1
0x1A5	Supervisor-Level	Standard read/write	2
0x1AD	Supervisor-Level	Standard read/write	1
0x1B1	Supervisor-Level	Standard read/write	3
0x1B4	Supervisor-Level	Standard read/write	1
0x1B9	Supervisor-Level	Standard read/write	1
0x1BC	Supervisor-Level	Standard read/write	1
0x1C2	Supervisor-Level	Standard read/write	1
0x1C4	Supervisor-Level	Standard read/write	1
0x1CA	Supervisor-Level	Standard read/write	1
0x1CB	Supervisor-Level	Standard read/write	1
0x1D1	Supervisor-Level	Standard read/write	1
0x1D2	Supervisor-Level	Standard read/write	1
0x1D3	Supervisor-Level	Standard read/write	1
0x1D4	Supervisor-Level	Standard read/write	1
0x1DB	Supervisor-Level	Standard read/write	1
0x1DC	Supervisor-Level	Standard read/write	1
0x1E8	Supervisor-Level	Standard read/write	1
0x1E9	Supervisor-Level	Standard read/write	1
0x1EA	Supervisor-Level	Standard read/write	1
0x1EC	Supervisor-Level	Standard read/write	1
0x1EE	Supervisor-Level	Standard read/write	1
0x1F2	Supervisor-Level	Standard read/write	1
0x1F8	Supervisor-Level	Standard read/write	1
0x505	Supervisor-Level	Standard read/write	1
0x509	Supervisor-Level	Standard read/write	1
0x514	Supervisor-Level	Standard read/write	1
0x51B	Supervisor-Level	Standard read/write	1
0x522	Supervisor-Level	Standard read/write	1
0x525	Supervisor-Level	Standard read/write	1
0x526	Supervisor-Level	Standard read/write	1
0x52A	Supervisor-Level	Standard read/write	1
0x52E	Supervisor-Level	Standard read/write	1
0x530	Supervisor-Level	Standard read/write	1
0x533	Supervisor-Level	Standard read/write	1
0x534	Supervisor-Level	Standard read/write	2
0x535	Supervisor-Level	Standard read/write	1
0x539	Supervisor-Level	Standard read/write	1
0x546	Supervisor-Level	Standard read/write	2
0x548	Supervisor-Level	Standard read/write	1
0x549	Supervisor-Level	Standard read/write	1
0x54D	Supervisor-Level	Standard read/write	1
0x552	Supervisor-Level	Standard read/write	1
0x557	Supervisor-Level	Standard read/write	1
0x55B	Supervisor-Level	Standard read/write	1
0x55C	Supervisor-Level	Standard read/write	1
0x561	Supervisor-Level	Standard read/write	2
0x563	Supervisor-Level	Standard read/write	1
0x571	Supervisor-Level	Standard read/write	1
0x574	Supervisor-Level	Standard read/write	1
0x577	Supervisor-Level	Standard read/write	1
0x57F	Supervisor-Level	Standard read/write	1
0x582	Supervisor-Level	Standard read/write	1
0x584	Supervisor-Level	Standard read/write	1
0x586	Supervisor-Level	Standard read/write	1
0x58D	Supervisor-Level	Standard read/write	1
0x597	Supervisor-Level	Standard read/write	1
0x59B	Supervisor-Level	Standard read/write	1
0x5A5	Supervisor-Level	Standard read/write	1
0x5AA	Supervisor-Level	Standard read/write	1
0x5AF	Supervisor-Level	Standard read/write	1
0x5B7	Supervisor-Level	Standard read/write	1
0x5B9	Supervisor-Level	Standard read/write	1
0x5BB	Supervisor-Level	Standard read/write	1
0x5BE	Supervisor-Level	Standard read/write	1
0x905	Supervisor-Level	Standard read/write	1
0x909	Supervisor-Level	Standard read/write	1
0x91A	Supervisor-Level	Standard read/write	2
0x922	Supervisor-Level	Standard read/write	1
0x931	Supervisor-Level	Standard read/write	1
0x933	Supervisor-Level	Standard read/write	3
0x936	Supervisor-Level	Standard read/write	1
0x937	Supervisor-Level	Standard read/write	1
0x938	Supervisor-Level	Standard read/write	5
0x93B	Supervisor-Level	Standard read/write	1
0x93E	Supervisor-Level	Standard read/write	1
0x93F	Supervisor-Level	Standard read/write	5
0x943	Supervisor-Level	Standard read/write	2
0x94F	Supervisor-Level	Standard read/write	1
0x95C	Supervisor-Level	Standard read/write	2
0x962	Supervisor-Level	Standard read/write	1
0x967	Supervisor-Level	Standard read/write	1
0x968	Supervisor-Level	Standard read/write	1
0x969	Supervisor-Level	Standard read/write	1
0x96E	Supervisor-Level	Standard read/write	1
0x973	Supervisor-Level	Standard read/write	1
0x977	Supervisor-Level	Standard read/write	1
0x97B	Supervisor-Level	Standard read/write	1
0x97E	Supervisor-Level	Standard read/write	1
0x987	Supervisor-Level	Standard read/write	1
0x992	Supervisor-Level	Standard read/write	1
0x997	Supervisor-Level	Standard read/write	1
0x99A	Supervisor-Level	Standard read/write	1
0x99D	Supervisor-Level	Standard read/write	2
0x9A1	Supervisor-Level	Standard read/write	1
0x9A6	Supervisor-Level	Standard read/write	1
0x9AB	Supervisor-Level	Standard read/write	1
0x9AC	Supervisor-Level	Standard read/write	1
0x9B5	Supervisor-Level	Standard read/write	1
0x9B6	Supervisor-Level	Standard read/write	1
0x9BB	Supervisor-Level	Standard read/write	1
Subtotal for Supervisor-Level, Standard read/write: 144 accesses across 120 unique registers

0xCC1	Unprivileged and User-Level	Custom read-only	1
0xCC6	Unprivileged and User-Level	Custom read-only	1
0xCC7	Unprivileged and User-Level	Custom read-only	1
0xCCD	Unprivileged and User-Level	Custom read-only	1
0xCD0	Unprivileged and User-Level	Custom read-only	1
0xCD4	Unprivileged and User-Level	Custom read-only	1
0xCDA	Unprivileged and User-Level	Custom read-only	1
0xCDF	Unprivileged and User-Level	Custom read-only	1
0xCE2	Unprivileged and User-Level	Custom read-only	2
0xCE3	Unprivileged and User-Level	Custom read-only	1
0xCE4	Unprivileged and User-Level	Custom read-only	1
0xCE5	Unprivileged and User-Level	Custom read-only	1
0xCEA	Unprivileged and User-Level	Custom read-only	1
0xCF4	Unprivileged and User-Level	Custom read-only	1
0xCFA	Unprivileged and User-Level	Custom read-only	1
0xCFD	Unprivileged and User-Level	Custom read-only	1
Subtotal for Unprivileged and User-Level, Custom read-only: 17 accesses across 16 unique registers

0x813	Unprivileged and User-Level	Custom read/write	1
0x81F	Unprivileged and User-Level	Custom read/write	1
0x821	Unprivileged and User-Level	Custom read/write	1
0x831	Unprivileged and User-Level	Custom read/write	1
0x83B	Unprivileged and User-Level	Custom read/write	1
0x845	Unprivileged and User-Level	Custom read/write	1
0x848	Unprivileged and User-Level	Custom read/write	1
0x84D	Unprivileged and User-Level	Custom read/write	1
0x85F	Unprivileged and User-Level	Custom read/write	2
0x863	Unprivileged and User-Level	Custom read/write	1
0x86D	Unprivileged and User-Level	Custom read/write	1
0x86F	Unprivileged and User-Level	Custom read/write	1
0x871	Unprivileged and User-Level	Custom read/write	1
0x876	Unprivileged and User-Level	Custom read/write	1
0x877	Unprivileged and User-Level	Custom read/write	2
0x878	Unprivileged and User-Level	Custom read/write	1
0x879	Unprivileged and User-Level	Custom read/write	1
0x87D	Unprivileged and User-Level	Custom read/write	1
0x886	Unprivileged and User-Level	Custom read/write	1
0x88C	Unprivileged and User-Level	Custom read/write	1
0x88D	Unprivileged and User-Level	Custom read/write	1
0x88E	Unprivileged and User-Level	Custom read/write	1
0x893	Unprivileged and User-Level	Custom read/write	1
0x895	Unprivileged and User-Level	Custom read/write	1
0x899	Unprivileged and User-Level	Custom read/write	1
0x8A0	Unprivileged and User-Level	Custom read/write	1
0x8BD	Unprivileged and User-Level	Custom read/write	1
0x8C2	Unprivileged and User-Level	Custom read/write	1
0x8CD	Unprivileged and User-Level	Custom read/write	1
0x8DF	Unprivileged and User-Level	Custom read/write	1
0x8EA	Unprivileged and User-Level	Custom read/write	1
0x8ED	Unprivileged and User-Level	Custom read/write	1
0x8EE	Unprivileged and User-Level	Custom read/write	1
0x8F1	Unprivileged and User-Level	Custom read/write	1
0x8F3	Unprivileged and User-Level	Custom read/write	1
0x8FA	Unprivileged and User-Level	Custom read/write	1
0x8FB	Unprivileged and User-Level	Custom read/write	1
Subtotal for Unprivileged and User-Level, Custom read/write: 39 accesses across 37 unique registers

0xC07	Unprivileged and User-Level	Standard read-only	1
0xC0B	Unprivileged and User-Level	Standard read-only	1
0xC1F	Unprivileged and User-Level	Standard read-only	1
0xC23	Unprivileged and User-Level	Standard read-only	1
0xC26	Unprivileged and User-Level	Standard read-only	1
0xC2B	Unprivileged and User-Level	Standard read-only	1
0xC30	Unprivileged and User-Level	Standard read-only	1
0xC37	Unprivileged and User-Level	Standard read-only	1
0xC43	Unprivileged and User-Level	Standard read-only	1
0xC45	Unprivileged and User-Level	Standard read-only	1
0xC47	Unprivileged and User-Level	Standard read-only	1
0xC4A	Unprivileged and User-Level	Standard read-only	1
0xC4C	Unprivileged and User-Level	Standard read-only	1
0xC57	Unprivileged and User-Level	Standard read-only	2
0xC63	Unprivileged and User-Level	Standard read-only	1
0xC69	Unprivileged and User-Level	Standard read-only	1
0xC6A	Unprivileged and User-Level	Standard read-only	1
0xC6E	Unprivileged and User-Level	Standard read-only	1
0xC75	Unprivileged and User-Level	Standard read-only	1
0xC76	Unprivileged and User-Level	Standard read-only	1
0xC77	Unprivileged and User-Level	Standard read-only	1
0xC7E	Unprivileged and User-Level	Standard read-only	1
0xC7F	Unprivileged and User-Level	Standard read-only	1
0xC85	Unprivileged and User-Level	Standard read-only	1
0xC86	Unprivileged and User-Level	Standard read-only	1
0xCAB	Unprivileged and User-Level	Standard read-only	1
0xCAD	Unprivileged and User-Level	Standard read-only	1
0xCAF	Unprivileged and User-Level	Standard read-only	1
0xCB1	Unprivileged and User-Level	Standard read-only	1
0xCB7	Unprivileged and User-Level	Standard read-only	1
Subtotal for Unprivileged and User-Level, Standard read-only: 31 accesses across 30 unique registers

0x006	Unprivileged and User-Level	Standard read/write	1
0x013	Unprivileged and User-Level	Standard read/write	89
0x016	Unprivileged and User-Level	Standard read/write	17
0x01D	Unprivileged and User-Level	Standard read/write	1
0x023	Unprivileged and User-Level	Standard read/write	1
0x024	Unprivileged and User-Level	Standard read/write	1
0x03B	Unprivileged and User-Level	Standard read/write	1
0x03E	Unprivileged and User-Level	Standard read/write	1
0x04E	Unprivileged and User-Level	Standard read/write	1
0x053	Unprivileged and User-Level	Standard read/write	1
0x05D	Unprivileged and User-Level	Standard read/write	1
0x060	Unprivileged and User-Level	Standard read/write	1
0x06D	Unprivileged and User-Level	Standard read/write	1
0x073	Unprivileged and User-Level	Standard read/write	1
0x077	Unprivileged and User-Level	Standard read/write	2
0x07A	Unprivileged and User-Level	Standard read/write	1
0x07D	Unprivileged and User-Level	Standard read/write	1
0x07F	Unprivileged and User-Level	Standard read/write	1
0x087	Unprivileged and User-Level	Standard read/write	1
0x088	Unprivileged and User-Level	Standard read/write	1
0x092	Unprivileged and User-Level	Standard read/write	1
0x09C	Unprivileged and User-Level	Standard read/write	1
0x09D	Unprivileged and User-Level	Standard read/write	1
0x09E	Unprivileged and User-Level	Standard read/write	1
0x0A3	Unprivileged and User-Level	Standard read/write	1
0x0AC	Unprivileged and User-Level	Standard read/write	1
0x0B2	Unprivileged and User-Level	Standard read/write	1
0x0BE	Unprivileged and User-Level	Standard read/write	1
0x0C2	Unprivileged and User-Level	Standard read/write	1
0x0C4	Unprivileged and User-Level	Standard read/write	1
0x0CB	Unprivileged and User-Level	Standard read/write	1
0x0D0	Unprivileged and User-Level	Standard read/write	2
0x0D7	Unprivileged and User-Level	Standard read/write	1
0x0DA	Unprivileged and User-Level	Standard read/write	2
0x0DD	Unprivileged and User-Level	Standard read/write	1
0x0DE	Unprivileged and User-Level	Standard read/write	1
0x0E6	Unprivileged and User-Level	Standard read/write	1
0x0EB	Unprivileged and User-Level	Standard read/write	2
0x0EE	Unprivileged and User-Level	Standard read/write	3
0x0F3	Unprivileged and User-Level	Standard read/write	2
0x0F4	Unprivileged and User-Level	Standard read/write	1
0x0FA	Unprivileged and User-Level	Standard read/write	1
0x0FC	Unprivileged and User-Level	Standard read/write	1
0x408	Unprivileged and User-Level	Standard read/write	1
0x416	Unprivileged and User-Level	Standard read/write	1
0x417	Unprivileged and User-Level	Standard read/write	1
0x41E	Unprivileged and User-Level	Standard read/write	1
0x422	Unprivileged and User-Level	Standard read/write	1
0x426	Unprivileged and User-Level	Standard read/write	1
0x427	Unprivileged and User-Level	Standard read/write	1
0x429	Unprivileged and User-Level	Standard read/write	1
0x42C	Unprivileged and User-Level	Standard read/write	2
0x431	Unprivileged and User-Level	Standard read/write	1
0x435	Unprivileged and User-Level	Standard read/write	1
0x436	Unprivileged and User-Level	Standard read/write	1
0x438	Unprivileged and User-Level	Standard read/write	1
0x439	Unprivileged and User-Level	Standard read/write	2
0x43C	Unprivileged and User-Level	Standard read/write	1
0x44C	Unprivileged and User-Level	Standard read/write	1
0x462	Unprivileged and User-Level	Standard read/write	1
0x472	Unprivileged and User-Level	Standard read/write	1
0x473	Unprivileged and User-Level	Standard read/write	1
0x475	Unprivileged and User-Level	Standard read/write	1
0x478	Unprivileged and User-Level	Standard read/write	2
0x47A	Unprivileged and User-Level	Standard read/write	1
0x47D	Unprivileged and User-Level	Standard read/write	1
0x487	Unprivileged and User-Level	Standard read/write	1
0x48B	Unprivileged and User-Level	Standard read/write	1
0x4A1	Unprivileged and User-Level	Standard read/write	1
0x4A3	Unprivileged and User-Level	Standard read/write	1
0x4A7	Unprivileged and User-Level	Standard read/write	1
0x4A9	Unprivileged and User-Level	Standard read/write	1
0x4BB	Unprivileged and User-Level	Standard read/write	1
0x4C1	Unprivileged and User-Level	Standard read/write	1
0x4C3	Unprivileged and User-Level	Standard read/write	1
0x4CE	Unprivileged and User-Level	Standard read/write	1
0x4D3	Unprivileged and User-Level	Standard read/write	1
0x4D6	Unprivileged and User-Level	Standard read/write	3
0x4DF	Unprivileged and User-Level	Standard read/write	1
0x4E6	Unprivileged and User-Level	Standard read/write	1
0x4F1	Unprivileged and User-Level	Standard read/write	1
0x4F3	Unprivileged and User-Level	Standard read/write	1
0x4F6	Unprivileged and User-Level	Standard read/write	14
0x4F9	Unprivileged and User-Level	Standard read/write	1
0x4FB	Unprivileged and User-Level	Standard read/write	3
