=== RISC-V System/CSR Instructions Scan Results ===

--- Known CSR Instructions ---
Offset	Instruction	Decoded Instruction	Privilege Level	Use and Accessibility
0x000B3318	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000B459C	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000B47BC	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000B534C	0xE3E427F3	CSRRS (rd=x15, csr=0xE3E, rs1/x=8)	Hypervisor and VS	Standard read-only
0x000B5D88	0xEF109073	CSRRW (rd=x0, csr=0xEF1, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000B644C	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000B6A84	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000B746C	0xEF909FF3	CSRRW (rd=x31, csr=0xEF9, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000BAFA0	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000BD27C	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000BD8B0	0xEF00D773	CSRRWI (rd=x14, csr=0xEF0, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000BE5E0	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000BEA68	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000BEFC0	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000BF4BC	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000C1110	0xEFF0DFF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000C326C	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000C34E4	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000C5D58	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000C6DBC	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000C8310	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000C8958	0xEFE05FF3	CSRRWI (rd=x31, csr=0xEFE, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000CB9F4	0xEFF05FF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000CBA54	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000CD2D8	0xEFE01FF3	CSRRW (rd=x31, csr=0xEFE, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000CD42C	0xEFE05FF3	CSRRWI (rd=x31, csr=0xEFE, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000CD9B0	0xE3EED8F3	CSRRWI (rd=x17, csr=0xE3E, rs1/x=29)	Hypervisor and VS	Standard read-only
0x000CE924	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000D13A8	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000D272C	0xEFF05FF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000D2830	0xEFF05FF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000D304C	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000D4D44	0xEFF0DFF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000D592C	0xEFF05FF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000D6C10	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000D7560	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000D76D8	0xEFC05FF3	CSRRWI (rd=x31, csr=0xEFC, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000D7D24	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000D8354	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000D8D3C	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000DA9EC	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000DE030	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000DE038	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000DE3D0	0xEFE0DFF3	CSRRWI (rd=x31, csr=0xEFE, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000DE73C	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000DE828	0xEFE01FF3	CSRRW (rd=x31, csr=0xEFE, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000E0340	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000E1DE4	0xEF30D573	CSRRWI (rd=x10, csr=0xEF3, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000E27B8	0xE31096F3	CSRRW (rd=x13, csr=0xE31, rs1/x=1)	Hypervisor and VS	Standard read-only
0x000E2890	0xEF80D573	CSRRWI (rd=x10, csr=0xEF8, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000E2AD8	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000E2D08	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000E3508	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000E3564	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000E5180	0xEFF0DFF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000E60E4	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000E6F88	0xEFF0DFF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000E89E0	0xEFE09FF3	CSRRW (rd=x31, csr=0xEFE, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000E8A94	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000E8AB8	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000E988C	0xEF3054F3	CSRRWI (rd=x9, csr=0xEF3, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000EC9BC	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000ED224	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000EDAB0	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000EDB04	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000EDF64	0xEF405073	CSRRWI (rd=x0, csr=0xEF4, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000F3A10	0xEFF05FF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000F5A74	0xEFF0DFF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000F6184	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000F761C	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000F8A2C	0xEFF0DFF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000F8B34	0xEFF05FF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000F9264	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000F9CE0	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000FA410	0xEFC05FF3	CSRRWI (rd=x31, csr=0xEFC, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000FA860	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000FAAA4	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000FAADC	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000FAAEC	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000FB0E0	0xEF40D173	CSRRWI (rd=x2, csr=0xEF4, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000FB408	0xEFB0DFF3	CSRRWI (rd=x31, csr=0xEFB, rs1/x=1)	Hypervisor and VS	Custom read/write
0x000FB410	0xEFB05FF3	CSRRWI (rd=x31, csr=0xEFB, rs1/x=0)	Hypervisor and VS	Custom read/write
0x000FDBC0	0x9387B7F3	CSRRC (rd=x15, csr=0x938, rs1/x=15)	Supervisor-Level	Standard read/write
0x000FE2A4	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00100014	0xEFF0D073	CSRRWI (rd=x0, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00100454	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0010067C	0xEFF0DFF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00103918	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00103EF4	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0010636C	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00106A68	0xEFF096F3	CSRRW (rd=x13, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00106F00	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00106FCC	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0010752C	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00107968	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00108224	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00108DA8	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00109C90	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00109E24	0xEFF05FF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0010BACC	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0010BE28	0xEFE0DFF3	CSRRWI (rd=x31, csr=0xEFE, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0010C3D8	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0010CF58	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0010D608	0xEFB01173	CSRRW (rd=x2, csr=0xEFB, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0010E000	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0010E6C4	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00110828	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00110CF8	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00111C74	0xEFF0DFF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00112F2C	0xEFF0DFF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x001137D8	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00113C14	0xEFF0DFF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00113D0C	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00114294	0xE3EA17F3	CSRRW (rd=x15, csr=0xE3E, rs1/x=20)	Hypervisor and VS	Standard read-only
0x00114304	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00114580	0xE316A5F3	CSRRS (rd=x11, csr=0xE31, rs1/x=13)	Hypervisor and VS	Standard read-only
0x00114584	0xE39498F3	CSRRW (rd=x17, csr=0xE39, rs1/x=9)	Hypervisor and VS	Standard read-only
0x00114708	0xE36A9AF3	CSRRW (rd=x21, csr=0xE36, rs1/x=21)	Hypervisor and VS	Standard read-only
0x00114A44	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00115874	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00115888	0x232A34F3	CSRRC (rd=x9, csr=0x232, rs1/x=20)	Hypervisor and VS	Standard read/write
0x001168CC	0x9387F773	CSRRCI (rd=x14, csr=0x938, rs1/x=15)	Supervisor-Level	Standard read/write
0x00118220	0xE3FA54F3	CSRRWI (rd=x9, csr=0xE3F, rs1/x=20)	Hypervisor and VS	Standard read-only
0x00119CC4	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0011BC30	0xEFF05FF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0011D210	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0011D36C	0xEFF05FF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0011E400	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0011E424	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0011E4F0	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0011F31C	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00121CE8	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00123510	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00124DE4	0xEF00D173	CSRRWI (rd=x2, csr=0xEF0, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00126384	0xE38864F3	CSRRSI (rd=x9, csr=0xE38, rs1/x=16)	Hypervisor and VS	Standard read-only
0x00126D90	0xEFE0DFF3	CSRRWI (rd=x31, csr=0xEFE, rs1/x=1)	Hypervisor and VS	Custom read/write
0x001285F8	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00128BDC	0x232014F3	CSRRW (rd=x9, csr=0x232, rs1/x=0)	Hypervisor and VS	Standard read/write
0x00129640	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00129BD8	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0012A49C	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0012B074	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0012C50C	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0012D6E0	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0012D9E0	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0012E808	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0012E970	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0012EA70	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0012ECF4	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0012F154	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0012FF68	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00130868	0x37736F73	CSRRSI (rd=x30, csr=0x377, rs1/x=6)	Machine-Level	Standard read/write
0x00130F80	0x37736F73	CSRRSI (rd=x30, csr=0x377, rs1/x=6)	Machine-Level	Standard read/write
0x001316D8	0xB7766F73	CSRRSI (rd=x30, csr=0xB77, rs1/x=12)	Machine-Level	Standard read/write
0x00131D78	0xB7776F73	CSRRSI (rd=x30, csr=0xB77, rs1/x=14)	Machine-Level	Standard read/write
0x001325BC	0x37786F73	CSRRSI (rd=x30, csr=0x377, rs1/x=16)	Machine-Level	Standard read/write
0x00132F98	0xB7726F73	CSRRSI (rd=x30, csr=0xB77, rs1/x=4)	Machine-Level	Standard read/write
0x00133B04	0xB7766F73	CSRRSI (rd=x30, csr=0xB77, rs1/x=12)	Machine-Level	Standard read/write
0x00134018	0x377E6F73	CSRRSI (rd=x30, csr=0x377, rs1/x=28)	Machine-Level	Standard read/write
0x0013649C	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00136C50	0xEFF0DFF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0013B6D0	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0013D05C	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0013DF94	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0013E67C	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0013F3D8	0xEF40D073	CSRRWI (rd=x0, csr=0xEF4, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0013F4D8	0x9387B7F3	CSRRC (rd=x15, csr=0x938, rs1/x=15)	Supervisor-Level	Standard read/write
0x0013FC5C	0xEF601FF3	CSRRW (rd=x31, csr=0xEF6, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00140704	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x001415C8	0xEFF09FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00143850	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00146714	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00146E78	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0014796C	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00148224	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x001485D4	0xEF209073	CSRRW (rd=x0, csr=0xEF2, rs1/x=1)	Hypervisor and VS	Custom read/write
0x00148BF8	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x001490DC	0x6FF09FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x001490E4	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0014A3D8	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0014AB7C	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0014EC58	0xEF705EF3	CSRRWI (rd=x29, csr=0xEF7, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0014F040	0xEFA0D8F3	CSRRWI (rd=x17, csr=0xEFA, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0014F948	0x6FF05FF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x001513C8	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x001524C0	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0015276C	0x6FF0DFF3	CSRRWI (rd=x31, csr=0x6FF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x001527BC	0xEFC0DFF3	CSRRWI (rd=x31, csr=0xEFC, rs1/x=1)	Hypervisor and VS	Custom read/write
0x0015294C	0xEFF01FF3	CSRRW (rd=x31, csr=0xEFF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0015307C	0xEFF0DFF3	CSRRWI (rd=x31, csr=0xEFF, rs1/x=1)	Hypervisor and VS	Custom read/write
0x001548A4	0x6FF01FF3	CSRRW (rd=x31, csr=0x6FF, rs1/x=0)	Hypervisor and VS	Custom read/write
0x00156B78	0x766B6D73	CSRRSI (rd=x26, csr=0x766, rs1/x=22)	Machine-Level	Standard read/write
0x00156D78	0x65637473	CSRRCI (rd=x8, csr=0x656, rs1/x=6)	Hypervisor and VS	Standard read/write
0x00156DEC	0x6D686173	CSRRSI (rd=x2, csr=0x6D6, rs1/x=16)	Hypervisor and VS	Custom read/write
0x001578A8	0xCAFCA7F3	CSRRS (rd=x15, csr=0xCAF, rs1/x=25)	Unprivileged and User-Level	Standard read-only
0x00157CFC	0x408822F3	CSRRS (rd=x5, csr=0x408, rs1/x=16)	Unprivileged and User-Level	Standard read/write
0x0015810C	0x34729473	CSRRW (rd=x8, csr=0x347, rs1/x=5)	Machine-Level	Standard read/write
0x001582DC	0xE6051A73	CSRRW (rd=x20, csr=0xE60, rs1/x=10)	Hypervisor and VS	Standard read-only
0x001584EC	0x561F2B73	CSRRS (rd=x22, csr=0x561, rs1/x=30)	Supervisor-Level	Standard read/write
0x0015891C	0x023EAFF3	CSRRS (rd=x31, csr=0x023, rs1/x=29)	Unprivileged and User-Level	Standard read/write
0x00158E48	0x6E6B2E73	CSRRS (rd=x28, csr=0x6E6, rs1/x=22)	Hypervisor and VS	Custom read/write
0x00158E78	0x725F6173	CSRRSI (rd=x2, csr=0x725, rs1/x=30)	Machine-Level	Standard read/write
0x00158F28	0x74657273	CSRRCI (rd=x4, csr=0x746, rs1/x=10)	Machine-Level	Standard read/write
0x00158F3C	0x5F686173	CSRRSI (rd=x2, csr=0x5F6, rs1/x=16)	Supervisor-Level	Custom read/write
0x00159750	0x73696373	CSRRSI (rd=x6, csr=0x736, rs1/x=18)	Machine-Level	Standard read/write
0x00159A94	0x6C2C7873	CSRRCI (rd=x16, csr=0x6C2, rs1/x=24)	Hypervisor and VS	Custom read/write
0x00159B24	0x736E7073	CSRRCI (rd=x0, csr=0x736, rs1/x=28)	Machine-Level	Standard read/write
0x0015A59C	0x6F3053F3	CSRRWI (rd=x7, csr=0x6F3, rs1/x=0)	Hypervisor and VS	Custom read/write
0x0015A5C4	0xEC13DEF3	CSRRWI (rd=x29, csr=0xEC1, rs1/x=7)	Hypervisor and VS	Custom read/write
0x0015A6E0	0xA8D11273	CSRRW (rd=x4, csr=0xA8D, rs1/x=2)	Hypervisor and VS	Standard read/write
0x0015A9B4	0x87887EF3	CSRRCI (rd=x29, csr=0x878, rs1/x=16)	Unprivileged and User-Level	Custom read/write
0x0015AC54	0xF545D373	CSRRWI (rd=x6, csr=0xF54, rs1/x=11)	Machine-Level	Standard read-only
0x0015AC68	0xBFD31173	CSRRW (rd=x2, csr=0xBFD, rs1/x=6)	Machine-Level	Custom read/write
0x0015AC6C	0x2E22BAF3	CSRRC (rd=x21, csr=0x2E2, rs1/x=5)	Hypervisor and VS	Standard read/write
0x0015ADD4	0x32F91CF3	CSRRW (rd=x25, csr=0x32F, rs1/x=18)	Machine-Level	Standard read/write
0x0015AE04	0x9FE2DCF3	CSRRWI (rd=x25, csr=0x9FE, rs1/x=5)	Supervisor-Level	Custom read/write
